Id,0
2658,184870.18562994897
2718,196133.46165072918
2414,190209.30924506485
1989,-151668.76937607676
625,181676.60001120716
333,73841.48667166382
1327,75081.30342584103
858,111567.72066542506
95,189646.79859483242
1568,98703.40195608884
2482,158435.3256881088
1364,-1456190.52426631
2584,146110.63580852747
818,308803.6905191317
2673,-270401.53012580425
2089,125131.2524119392
1297,158759.87455777824
790,110673.77193827182
2616,200792.30019131303
720,-763769.4303597063
222,140340.42216212302
557,-360511.72359260917
1148,212828.95868400484
2766,150811.70144604892
534,200911.4221699685
1452,-282874.1142382175
630,140948.64624346793
2648,-1159773.748383522
125,153285.2449838221
1904,16794.629964604974
1670,-83362.19304255396
756,-770612.9298742414
717,-1330555.5449548662
1032,159355.86700367928
852,218142.78898850828
1731,148220.07406181097
2639,141945.5919797048
2071,-90752.95751247555
1267,95489.6796906963
1851,194958.62229601294
567,148491.81318671256
2439,200455.7254006341
1898,-189898.08693327755
647,159857.92347126454
2256,228492.67401201278
979,85014.34348478913
1444,221856.31416436285
2485,-207227.65496081114
157,119101.32105511427
88,125400.58522530645
2003,-521184.9904906973
186,-2419206.9533159584
1425,262041.4856619984
2695,-186309.45634941757
738,127692.49036353827
395,161675.93921665847
1353,182461.2319316864
1878,-118769.91702903062
390,170302.78070996702
1456,235972.88095723093
1103,335616.71240063757
1387,163868.95880474895
2070,169325.8809043765
1199,180928.83207886666
2479,163302.58550576866
501,340723.99600702524
2362,82564.74075511843
1718,225019.60542086512
2188,75824.16484683752
1483,168352.00763948262
2557,-551468.2139267921
437,333682.28816162795
2224,228011.97414726764
1628,155445.69604101777
397,131276.29859053344
587,214872.04360492527
2182,688077.4730220437
971,151681.0900380537
2611,163739.1756452322
1887,78602.89192137122
2399,342763.48413075507
2148,208778.22451815754
304,-533957.5396906212
1997,-1600652.9229884744
2817,-804580.7468485758
1431,178048.59314186126
427,311563.4540233612
263,-1424.2564113214612
598,190395.79964403063
2895,248750.93752527982
687,-916021.7434319407
1822,104173.89945280552
2191,-821674.2170091271
179,129603.73006251454
1009,203767.85694093257
2010,109098.65208417922
1991,161972.95406217873
1411,160904.29407615215
1721,244991.99453517795
1144,188699.55471185595
593,221524.31626939029
575,283034.6748754531
1249,176307.0090388283
1604,123877.92441242933
1064,439089.04038692266
1923,156445.69372998923
1988,97563.41958739609
2325,160880.32781083137
114,193669.73279919475
2700,198953.17043522
217,156991.08222722262
343,199914.53093788773
386,226631.09963531047
2005,-82499.13690750301
2908,139141.0649753511
1814,236211.90310306847
2446,549984.2160243765
208,-2166475.8326971307
1679,104253.26151260734
822,325339.5603640154
6,181630.18849802762
1781,397490.555016309
2397,283806.46922867
2340,303613.2380527407
1618,149936.64548862725
2843,-1845925.953494355
1061,361831.27842894197
2786,102953.30309994519
1935,130426.391959019
1341,118300.84492430836
521,253471.69406097382
2136,52185.66248113662
996,189986.0468179956
227,132903.83180816472
135,176868.07924554497
1167,178867.6529077217
294,253657.34222956002
1776,205892.27417242527
540,166224.3465244323
1717,220652.4298256263
2303,112786.41175681353
116,197381.70582523197
127,143974.1842321977
1371,162979.60342916846
1014,163148.800453946
1507,92547.7658142373
702,154959.8040547818
750,-180876.21953294426
261,142183.89592393488
1559,58935.66903454065
577,217960.62614747137
2812,196553.23302159458
2080,152511.2825833112
1368,142846.44954065979
2376,115776.96825259179
659,108169.65104554594
1235,135126.85926986486
332,53193.694010823965
1917,147680.40756567568
2094,245778.62842155993
1460,290393.1499731988
1471,218611.52352046221
1509,113718.17306019366
1922,143052.42261544615
433,442367.7115276754
460,270015.4553195983
1116,266694.0774257034
1137,170597.3336037174
53,181085.05559077114
2354,271639.0275374502
1475,206063.67395994812
1761,620270.8337632939
842,12584.115440554917
2739,195492.2097422555
2509,150850.1578542441
1007,190161.11301714927
2610,174090.555844523
1952,84190.4563748613
2719,209489.7150540948
2921,72441.28354073316
1966,138420.63997723907
292,116833.8668346554
1204,214018.7656579092
1829,251466.37231899053
2419,176969.14299736172
391,150393.14156991243
798,113806.80454900116
481,193383.2298386395
193,95578.18328864127
555,-35598.79941025376
899,-40306.319698669016
2357,168367.74565003812
328,124298.174912557
1356,-853747.7984619513
1154,101690.82538508624
1730,158228.39827435464
2249,144944.28686624765
1119,279694.3540029004
2856,123505.69027186185
1394,122200.83783514798
2587,-735439.4425877035
61,305205.4395713657
2661,237107.11898941547
2711,124497.42953182757
1147,179968.46305063367
757,156118.92106737942
2623,69910.46210060269
2378,131303.72855416685
1413,139457.6185363084
1722,226303.9140767753
1112,206697.0459338501
1623,173624.75334907323
1201,186890.52678003907
1513,120332.3606217578
957,268606.6270715967
1171,280186.1684361547
1145,191722.3033617139
2726,254519.22852489352
703,117744.0034757629
760,97623.18585076928
1964,131320.97959303856
2512,189047.0934829563
159,175979.77181252837
1281,184766.69466148317
468,156068.5681416914
290,112500.1558406502
665,-1305010.4572198614
1463,274069.12572392076
1792,218402.4055191353
923,140248.64270369709
500,299194.52614468336
1408,175361.04875368625
331,66022.56622449309
170,191757.82682930678
2192,-13126.652646422386
2571,369498.525052011
2314,159518.66830461472
2647,92174.75457011908
422,410223.6734668538
2457,350833.95449685305
1838,197169.3239299804
2805,243641.2819126323
1645,156047.16452846676
1711,292557.1229375154
2825,249053.70914486796
322,285508.18130957335
2103,272067.61021614075
342,130254.35753074288
600,-550469.9114591032
488,179923.17176731676
1725,302132.54538039863
2246,297239.080035083
2847,166281.9577414468
806,244937.3129069507
530,227993.3699008003
963,194487.45183787495
2678,70044.4196260944
171,104397.00530611724
2401,394967.45099170506
805,211641.92715846747
2259,247110.05077371746
1748,168797.01896181703
1361,135979.0314956531
1677,135739.82670482248
1406,149524.1492934823
2322,217424.8571211174
688,173804.47817151994
143,145245.45054475963
804,202942.97435073555
1214,187013.86197079718
2828,179384.85844040662
1999,500736.1222647503
2467,188512.46458795667
2665,-1439262.6895366907
1538,-695907.0525180027
398,-605696.0146646723
2822,140968.40917486697
2157,166889.6849969253
1856,177606.90728731453
1269,91128.9647634849
2570,125045.58235935122
2320,230353.14693086594
1517,-75964.76456288248
2304,113040.63746335357
1312,-1316069.6603280082
2012,-1315216.5282385647
506,209585.08058030903
2865,207734.1595487967
2367,120524.95836246759
554,-409424.6313260272
238,142196.39107494056
1954,94999.54786029458
2488,148225.445258528
2291,67989.20314127207
1969,84363.54647821188
2725,-820804.5790219903
1482,168352.00763948262
2763,212776.0835633427
503,256380.5445683673
1584,255138.0981963426
1531,-1185165.7976595461
2210,192250.06797077507
459,321625.26191578805
556,-71228.72440211475
1347,-704528.7220522985
1290,-162062.61334051192
1388,95218.92281930894
1571,190182.43141537905
2754,201833.25683230907
765,553791.306172438
2494,121899.07594039291
2870,215800.77388496697
7,228711.7496029809
1114,255613.01491106302
2418,284225.0105061233
291,162069.0079047233
18,353037.68866366893
39,327047.0709224865
1001,256751.7418596372
2442,246741.1908121407
616,109908.00233361125
2680,39952.6023311466
1414,-1685406.6575573236
289,136863.91705017537
40,263911.26707550883
860,-168196.3745347038
409,143584.96117752045
673,-80953.80846155435
2427,179905.82749617845
2036,216254.73702008277
2564,126547.56658159196
642,200929.54783663154
1008,179855.15186665207
1908,167305.45180302858
2519,215091.66769048572
1369,-1886735.3657723144
2855,186931.40754951537
712,-848896.0716227517
1943,153401.24843087792
1958,135207.85548891872
107,169162.96461565793
2295,199429.5511302203
704,119111.2347657159
676,110978.13781467825
259,186185.12862538546
93,292933.725267224
106,236205.48335508257
2315,166068.522916317
1050,102541.83423808217
1095,196449.6352206245
2709,149560.4808356613
758,221588.92811264098
1496,143155.28457340598
2370,133679.38924961537
2458,293365.38596286625
2733,128366.4421441406
161,434751.58141136914
726,-768039.4057464823
845,218510.8962135166
947,259337.11903609335
2232,129367.8460848108
2563,146207.56941822916
2299,161595.39279285073
211,102711.07432664931
605,-53960.41508664191
1478,209033.13179724663
2247,299528.17461874336
2274,208358.01711395383
2869,216873.32160955667
967,218030.76491722465
2656,94985.64689730108
667,263112.3222743273
1042,61549.66628083587
2023,-321836.24520017207
2447,417762.65456569195
2055,-419738.90822642297
2275,266225.1416458562
2204,7389.122090652585
1563,276904.1100413054
483,212871.40649737418
796,140761.27495320886
1526,-901701.3892103136
2042,-982443.4733389765
442,327842.00422986597
1693,307240.58650874346
1468,216345.96992180496
1430,181374.09799716622
2605,-1415415.9130814
1529,185976.9314250648
335,139227.88053860515
1287,119867.31691797823
31,-481231.79956086725
1785,280472.6761543527
82,143586.02747356147
2620,119846.56759344041
252,201321.95245662332
721,78124.6010543406
2165,178016.66270305216
2316,172290.56146873534
775,106810.3448465094
1558,-1281835.3368409723
17,213626.72675878555
1022,247713.9579923153
925,108773.99556314945
438,275587.9176562354
1270,146087.0171217993
1272,125300.33268018812
215,165867.0383349508
266,231758.07055959105
2402,316332.8453078121
1250,-720592.6734151244
1984,-1207519.6889419854
1279,134994.2540062517
377,281910.3077463284
1252,131732.5415039584
2156,290222.822383821
499,360659.3128493577
1374,85051.38251381367
2898,293489.4763354957
401,-308513.91266185045
2721,186990.8073792979
2078,229777.04949133098
2589,131477.21743819863
1946,-1387176.164315693
1334,-459016.2373925671
2781,228150.04920420796
431,376017.07672861964
576,208977.36345158517
1474,225255.64370747656
2254,158589.25923469663
2155,296480.5163653493
885,-1138306.03897921
643,136209.63691547513
1944,-716406.347261548
480,182561.64376022667
2845,120948.1604591161
2387,297050.70780567825
2407,202924.56631480902
2527,163476.11640063673
2514,142802.33686064184
629,168282.77365481108
80,199682.2241776213
1876,138151.0166310966
1546,119921.64362400025
2518,169935.45159628242
2347,171762.49975875765
783,189686.6292834282
1322,49236.35043126345
194,49652.54150918871
1770,309112.76663179696
2143,16791.56569173932
1229,208119.6111233458
511,303633.2790335715
46,206542.58486635983
1348,169722.84312912822
